customer_id,gender,item_purchased,category,purchase_amount_(usd),location,season,subscription_status,discount_applied,promo_code_used,previous_purchases,CLV,Spending Level,loyal_customer,age_group,lifetime_value,rating_category,purchase_frequency_score
849,Male,Sandals,Footwear,73,Delaware,Fall,1,1,1,33,2409,Medium,Yes,Senior,2409,Good,
850,Male,Jeans,Clothing,61,Missouri,Spring,1,1,1,24,1464,Medium,No,Young Adult,1464,Good,
851,Male,Shoes,Footwear,20,Connecticut,Winter,1,1,1,13,260,Low,No,Elder,260,Average,2.0
852,Male,Sandals,Footwear,86,Massachusetts,Summer,1,1,1,19,1634,High,No,Adult,1634,Average,2.0
853,Male,Dress,Clothing,60,Florida,Spring,1,1,1,23,1380,Medium,No,Adult,1380,Good,
854,Male,Hat,Accessories,43,Delaware,Winter,1,1,1,35,1505,Low,Yes,Elder,1505,Good,2.0
855,Male,Pants,Clothing,44,California,Spring,1,1,1,22,968,Low,No,Young Adult,968,Good,2.0
856,Male,Socks,Clothing,76,Oregon,Spring,1,1,1,14,1064,High,No,Elder,1064,Average,
857,Male,Shirt,Clothing,33,Alaska,Summer,1,1,1,47,1551,Low,Yes,Senior,1551,Average,3.0
858,Male,Shorts,Clothing,60,Missouri,Fall,1,1,1,50,3000,Medium,Yes,Mid-Age,3000,Average,
859,Male,Jacket,Outerwear,26,Oklahoma,Fall,1,1,1,33,858,Low,Yes,Young Adult,858,Average,4.0
860,Male,Hoodie,Clothing,73,Wisconsin,Winter,1,1,1,7,511,Medium,No,Senior,511,Good,2.0
861,Male,Shoes,Footwear,87,South Carolina,Spring,1,1,1,3,261,High,No,Adult,261,Good,2.0
862,Male,Skirt,Clothing,100,Virginia,Spring,1,1,1,35,3500,High,Yes,Senior,3500,Average,
863,Male,Coat,Outerwear,84,Arkansas,Winter,1,1,1,13,1092,High,No,Young Adult,1092,Good,3.0
864,Male,Sneakers,Footwear,41,Vermont,Summer,1,1,1,42,1722,Low,Yes,Senior,1722,Good,3.0
865,Male,Jeans,Clothing,59,Kentucky,Winter,1,1,1,5,295,Medium,No,Senior,295,Good,1.0
866,Male,Blouse,Clothing,26,Colorado,Winter,1,1,1,23,598,Low,No,Elder,598,Good,1.0
867,Male,Sunglasses,Accessories,69,New Mexico,Summer,1,1,1,11,759,Medium,No,Elder,759,Average,
868,Male,Jacket,Outerwear,20,Colorado,Spring,1,1,1,23,460,Low,No,Mid-Age,460,Average,3.0
869,Male,Dress,Clothing,83,North Carolina,Summer,1,1,1,2,166,High,No,Mid-Age,166,Average,
870,Male,Hat,Accessories,54,New Hampshire,Spring,1,1,1,33,1782,Medium,Yes,Mid-Age,1782,Average,4.0
871,Male,Hoodie,Clothing,66,West Virginia,Fall,1,1,1,6,396,Medium,No,Elder,396,Poor,
872,Male,Handbag,Accessories,42,Hawaii,Spring,1,1,1,45,1890,Low,Yes,Senior,1890,Average,
873,Male,Jeans,Clothing,33,North Dakota,Spring,1,1,1,25,825,Low,No,Senior,825,Average,
874,Male,Boots,Footwear,77,Mississippi,Summer,1,1,1,24,1848,High,No,Senior,1848,Good,
875,Male,Jacket,Outerwear,65,Maine,Fall,1,1,1,10,650,Medium,No,Young Adult,650,Good,
876,Male,Sandals,Footwear,39,North Dakota,Summer,1,1,1,7,273,Low,No,Mid-Age,273,Good,
877,Male,Belt,Accessories,51,Nebraska,Summer,1,1,1,1,51,Medium,No,Mid-Age,51,Good,4.0
878,Male,Handbag,Accessories,65,Nebraska,Winter,1,1,1,45,2925,Medium,Yes,Elder,2925,Good,
879,Male,Sunglasses,Accessories,89,Tennessee,Summer,1,1,1,37,3293,High,Yes,Young Adult,3293,Good,4.0
880,Male,Skirt,Clothing,76,Wyoming,Spring,1,1,1,14,1064,High,No,Elder,1064,Good,
881,Male,Backpack,Accessories,75,Nevada,Spring,1,1,1,25,1875,High,No,Mid-Age,1875,Average,2.0
882,Male,Sandals,Footwear,61,South Carolina,Summer,1,1,1,18,1098,Medium,No,Senior,1098,Average,1.0
883,Male,Boots,Footwear,35,Virginia,Fall,1,1,1,37,1295,Low,Yes,Senior,1295,Good,
884,Male,Sneakers,Footwear,37,Pennsylvania,Fall,1,1,1,30,1110,Low,Yes,Adult,1110,Good,2.0
885,Male,Skirt,Clothing,91,Hawaii,Winter,1,1,1,34,3094,High,Yes,Elder,3094,Good,4.0
886,Male,Dress,Clothing,99,Ohio,Fall,1,1,1,49,4851,High,Yes,Mid-Age,4851,Good,
887,Male,Shorts,Clothing,54,Utah,Summer,1,1,1,48,2592,Medium,Yes,Young Adult,2592,Good,2.0
888,Male,Handbag,Accessories,47,Minnesota,Winter,1,1,1,33,1551,Medium,Yes,Elder,1551,Average,3.0
889,Male,Scarf,Accessories,77,New Hampshire,Spring,1,1,1,44,3388,High,Yes,Senior,3388,Good,1.0
890,Male,Belt,Accessories,84,Arizona,Fall,1,1,1,50,4200,High,Yes,Senior,4200,Average,4.0
891,Male,Gloves,Accessories,51,New York,Spring,1,1,1,47,2397,Medium,Yes,Senior,2397,Good,2.0
892,Male,Skirt,Clothing,26,Pennsylvania,Summer,1,1,1,24,624,Low,No,Young Adult,624,Good,
893,Male,Shorts,Clothing,64,New Mexico,Summer,1,1,1,43,2752,Medium,Yes,Adult,2752,Average,2.0
894,Male,Backpack,Accessories,51,Nebraska,Spring,1,1,1,14,714,Medium,No,Adult,714,Good,2.0
895,Male,Hoodie,Clothing,60,Wyoming,Spring,1,1,1,3,180,Medium,No,Mid-Age,180,Good,
896,Male,Hat,Accessories,69,Mississippi,Spring,1,1,1,33,2277,Medium,Yes,Mid-Age,2277,Good,
897,Male,Jewelry,Accessories,29,Arkansas,Spring,1,1,1,38,1102,Low,Yes,Elder,1102,Good,3.0
898,Male,Shirt,Clothing,91,Illinois,Spring,1,1,1,46,4186,High,Yes,Adult,4186,Average,4.0
899,Male,Belt,Accessories,70,Nevada,Spring,1,1,1,19,1330,Medium,No,Senior,1330,Average,
900,Male,Sweater,Clothing,58,Rhode Island,Summer,1,1,1,20,1160,Medium,No,Elder,1160,Good,1.0
901,Male,Hat,Accessories,98,West Virginia,Fall,1,1,1,42,4116,High,Yes,Senior,4116,Average,
902,Male,Scarf,Accessories,68,Missouri,Summer,1,1,1,34,2312,Medium,Yes,Senior,2312,Good,2.0
903,Male,Hat,Accessories,44,Kentucky,Summer,1,1,1,5,220,Low,No,Mid-Age,220,Average,2.0
904,Male,Jacket,Outerwear,45,Washington,Winter,1,1,1,3,135,Low,No,Mid-Age,135,Average,
905,Male,T-shirt,Clothing,99,Alaska,Spring,1,1,1,46,4554,High,Yes,Elder,4554,Average,
906,Male,Dress,Clothing,68,Mississippi,Spring,1,1,1,16,1088,Medium,No,Senior,1088,Average,1.0
907,Male,Pants,Clothing,56,South Carolina,Spring,1,1,1,21,1176,Medium,No,Mid-Age,1176,Good,
908,Male,Sweater,Clothing,43,Missouri,Winter,1,1,1,34,1462,Low,Yes,Adult,1462,Good,
909,Male,Sunglasses,Accessories,99,New Jersey,Winter,1,1,1,9,891,High,No,Adult,891,Good,
910,Male,Belt,Accessories,56,Louisiana,Fall,1,1,1,36,2016,Medium,Yes,Elder,2016,Average,4.0
911,Male,Hoodie,Clothing,25,South Carolina,Spring,1,1,1,22,550,Low,No,Senior,550,Average,2.0
912,Male,Pants,Clothing,74,Vermont,Winter,1,1,1,2,148,High,No,Senior,148,Average,
913,Male,Hoodie,Clothing,56,Arkansas,Winter,1,1,1,32,1792,Medium,Yes,Young Adult,1792,Average,2.0
914,Male,Sneakers,Footwear,47,Utah,Fall,1,1,1,29,1363,Medium,Yes,Mid-Age,1363,Average,
915,Male,Dress,Clothing,67,Washington,Summer,1,1,1,27,1809,Medium,Yes,Mid-Age,1809,Good,
916,Male,Dress,Clothing,22,Rhode Island,Winter,1,1,1,33,726,Low,Yes,Adult,726,Average,3.0
917,Male,Jeans,Clothing,34,Illinois,Spring,1,1,1,16,544,Low,No,Senior,544,Average,2.0
918,Male,Sweater,Clothing,64,Missouri,Spring,1,1,1,11,704,Medium,No,Elder,704,Good,
919,Male,Shorts,Clothing,42,North Carolina,Spring,1,1,1,11,462,Low,No,Elder,462,Good,3.0
920,Male,Shirt,Clothing,82,Massachusetts,Winter,1,1,1,17,1394,High,No,Mid-Age,1394,Average,
921,Male,Belt,Accessories,81,Arkansas,Summer,1,1,1,37,2997,High,Yes,Mid-Age,2997,Good,4.0
922,Male,Coat,Outerwear,24,South Dakota,Summer,1,1,1,18,432,Low,No,Elder,432,Good,4.0
923,Male,Sneakers,Footwear,60,Georgia,Fall,1,1,1,13,780,Medium,No,Elder,780,Good,2.0
924,Male,Shirt,Clothing,24,Arkansas,Spring,1,1,1,7,168,Low,No,Senior,168,Good,4.0
925,Male,Socks,Clothing,78,Kansas,Winter,1,1,1,37,2886,High,Yes,Senior,2886,Average,
926,Male,Jeans,Clothing,88,Arizona,Winter,1,1,1,8,704,High,No,Young Adult,704,Good,2.0
927,Male,Jeans,Clothing,63,Massachusetts,Spring,1,1,1,11,693,Medium,No,Senior,693,Good,
928,Male,Sneakers,Footwear,78,New Mexico,Summer,1,1,1,8,624,High,No,Adult,624,Good,
929,Male,Dress,Clothing,37,Arkansas,Winter,1,1,1,31,1147,Low,Yes,Elder,1147,Average,
930,Male,Boots,Footwear,94,Nebraska,Fall,1,1,1,26,2444,High,Yes,Senior,2444,Good,3.0
931,Male,T-shirt,Clothing,78,Hawaii,Fall,1,1,1,20,1560,High,No,Adult,1560,Good,
932,Male,Coat,Outerwear,36,Nebraska,Winter,1,1,1,24,864,Low,No,Young Adult,864,Good,3.0
933,Male,Skirt,Clothing,24,Indiana,Winter,1,1,1,45,1080,Low,Yes,Elder,1080,Average,
934,Male,Sneakers,Footwear,84,Colorado,Spring,1,1,1,33,2772,High,Yes,Elder,2772,Average,2.0
935,Male,Jeans,Clothing,47,Oregon,Spring,1,1,1,21,987,Medium,No,Mid-Age,987,Good,2.0
936,Male,Hoodie,Clothing,51,Ohio,Fall,1,1,1,2,102,Medium,No,Senior,102,Average,3.0
937,Male,Shoes,Footwear,84,Maine,Summer,1,1,1,28,2352,High,Yes,Adult,2352,Average,4.0
938,Male,Shorts,Clothing,24,Iowa,Summer,1,1,1,18,432,Low,No,Adult,432,Average,
939,Male,Blouse,Clothing,97,Wisconsin,Fall,1,1,1,21,2037,High,No,Mid-Age,2037,Good,3.0
940,Male,T-shirt,Clothing,89,New York,Winter,1,1,1,24,2136,High,No,Young Adult,2136,Good,2.0
941,Male,Belt,Accessories,44,Colorado,Spring,1,1,1,15,660,Low,No,Senior,660,Average,
942,Male,Handbag,Accessories,35,Illinois,Winter,1,1,1,38,1330,Low,Yes,Mid-Age,1330,Good,
943,Male,Dress,Clothing,91,Arizona,Winter,1,1,1,38,3458,High,Yes,Adult,3458,Average,
944,Male,Hat,Accessories,63,Oklahoma,Winter,1,1,1,13,819,Medium,No,Adult,819,Good,3.0
945,Male,Belt,Accessories,97,Indiana,Spring,1,1,1,39,3783,High,Yes,Senior,3783,Good,
946,Male,Boots,Footwear,38,Minnesota,Summer,1,1,1,8,304,Low,No,Mid-Age,304,Good,
947,Male,Coat,Outerwear,24,Pennsylvania,Spring,1,1,1,4,96,Low,No,Senior,96,Average,
948,Male,Blouse,Clothing,32,Indiana,Winter,1,1,1,6,192,Low,No,Senior,192,Good,
949,Male,Hat,Accessories,90,Alabama,Summer,1,1,1,11,990,High,No,Senior,990,Good,
950,Male,Jeans,Clothing,36,Montana,Summer,1,1,1,49,1764,Low,Yes,Adult,1764,Average,2.0
951,Male,Backpack,Accessories,37,New Mexico,Winter,1,1,1,30,1110,Low,Yes,Senior,1110,Good,
952,Male,Dress,Clothing,51,Alaska,Summer,1,1,1,34,1734,Medium,Yes,Senior,1734,Average,2.0
953,Male,Hat,Accessories,71,Idaho,Fall,1,1,1,28,1988,Medium,Yes,Mid-Age,1988,Average,2.0
954,Male,Sunglasses,Accessories,50,Utah,Spring,1,1,1,36,1800,Medium,Yes,Elder,1800,Good,
955,Male,Hat,Accessories,74,Louisiana,Fall,1,1,1,18,1332,High,No,Senior,1332,Average,
956,Male,Dress,Clothing,75,Mississippi,Summer,1,1,1,4,300,High,No,Senior,300,Average,2.0
957,Male,Shirt,Clothing,99,Mississippi,Spring,1,1,1,42,4158,High,Yes,Adult,4158,Average,
958,Male,Scarf,Accessories,23,Indiana,Spring,1,1,1,11,253,Low,No,Mid-Age,253,Good,
959,Male,Sneakers,Footwear,53,Washington,Winter,1,1,1,31,1643,Medium,Yes,Elder,1643,Good,
960,Male,Skirt,Clothing,99,Nevada,Spring,1,1,1,12,1188,High,No,Mid-Age,1188,Average,3.0
961,Male,Jewelry,Accessories,48,Louisiana,Spring,1,1,1,20,960,Medium,No,Teen,960,Good,
962,Male,Boots,Footwear,72,Pennsylvania,Fall,1,1,1,37,2664,Medium,Yes,Elder,2664,Good,
963,Male,Sunglasses,Accessories,64,Michigan,Spring,1,1,1,26,1664,Medium,Yes,Adult,1664,Good,3.0
964,Male,Boots,Footwear,63,South Carolina,Spring,1,1,1,14,882,Medium,No,Young Adult,882,Poor,4.0
965,Male,Sandals,Footwear,51,Arizona,Spring,1,1,1,12,612,Medium,No,Mid-Age,612,Average,
966,Male,Boots,Footwear,55,Delaware,Spring,1,1,1,10,550,Medium,No,Mid-Age,550,Good,1.0
967,Male,Dress,Clothing,55,Kentucky,Spring,1,1,1,19,1045,Medium,No,Senior,1045,Good,1.0
968,Male,Hoodie,Clothing,26,Georgia,Summer,1,1,1,4,104,Low,No,Adult,104,Good,4.0
969,Male,Shorts,Clothing,67,North Carolina,Summer,1,1,1,48,3216,Medium,Yes,Senior,3216,Average,
970,Male,Coat,Outerwear,31,California,Fall,1,1,1,37,1147,Low,Yes,Mid-Age,1147,Average,2.0
971,Male,Jeans,Clothing,66,California,Winter,1,1,1,4,264,Medium,No,Mid-Age,264,Good,2.0
972,Male,Sunglasses,Accessories,67,Indiana,Summer,1,1,1,15,1005,Medium,No,Senior,1005,Good,4.0
973,Male,Sneakers,Footwear,61,Colorado,Winter,1,1,1,33,2013,Medium,Yes,Elder,2013,Average,4.0
974,Male,Jacket,Outerwear,75,Colorado,Fall,1,1,1,30,2250,High,Yes,Senior,2250,Average,
975,Male,Skirt,Clothing,90,North Carolina,Spring,1,1,1,23,2070,High,No,Elder,2070,Good,2.0
976,Male,Sweater,Clothing,40,Washington,Summer,1,1,1,2,80,Low,No,Senior,80,Good,4.0
977,Male,T-shirt,Clothing,90,Florida,Fall,1,1,1,50,4500,High,Yes,Adult,4500,Good,
978,Male,Belt,Accessories,20,Washington,Spring,1,1,1,34,680,Low,Yes,Young Adult,680,Good,
979,Male,Gloves,Accessories,40,Colorado,Summer,1,1,1,33,1320,Low,Yes,Senior,1320,Poor,4.0
980,Male,Hat,Accessories,33,New Hampshire,Fall,1,1,1,34,1122,Low,Yes,Elder,1122,Average,2.0
981,Male,Boots,Footwear,98,Maryland,Spring,1,1,1,39,3822,High,Yes,Senior,3822,Good,
982,Male,Belt,Accessories,42,Maryland,Spring,1,1,1,47,1974,Low,Yes,Adult,1974,Average,
983,Male,Coat,Outerwear,62,Texas,Summer,1,1,1,37,2294,Medium,Yes,Adult,2294,Average,2.0
984,Male,Hat,Accessories,45,New Mexico,Winter,1,1,1,40,1800,Low,Yes,Young Adult,1800,Average,
985,Male,Shoes,Footwear,78,Utah,Summer,1,1,1,8,624,High,No,Adult,624,Average,
986,Male,Handbag,Accessories,80,West Virginia,Fall,1,1,1,12,960,High,No,Adult,960,Good,1.0
987,Male,Scarf,Accessories,96,Connecticut,Spring,1,1,1,36,3456,High,Yes,Senior,3456,Good,2.0
988,Male,Handbag,Accessories,47,West Virginia,Summer,1,1,1,48,2256,Medium,Yes,Elder,2256,Average,4.0
989,Male,Pants,Clothing,84,Ohio,Winter,1,1,1,47,3948,High,Yes,Senior,3948,Good,3.0
990,Male,Shoes,Footwear,31,Texas,Spring,1,1,1,2,62,Low,No,Elder,62,Average,2.0
991,Male,Sunglasses,Accessories,63,Washington,Spring,1,1,1,24,1512,Medium,No,Senior,1512,Good,4.0
992,Male,Shorts,Clothing,97,Wisconsin,Spring,1,1,1,40,3880,High,Yes,Young Adult,3880,Average,
993,Male,Jacket,Outerwear,99,Louisiana,Winter,1,1,1,50,4950,High,Yes,Senior,4950,Good,4.0
994,Male,Sandals,Footwear,90,Iowa,Winter,1,1,1,25,2250,High,No,Senior,2250,Good,4.0
995,Male,Shoes,Footwear,68,New York,Fall,1,1,1,20,1360,Medium,No,Senior,1360,Average,2.0
996,Male,Jewelry,Accessories,80,Idaho,Spring,1,1,1,10,800,High,No,Mid-Age,800,Average,4.0
997,Male,Sandals,Footwear,91,Delaware,Summer,1,1,1,32,2912,High,Yes,Adult,2912,Good,
998,Male,Pants,Clothing,30,Kentucky,Spring,1,1,1,31,930,Low,Yes,Elder,930,Good,3.0
999,Male,Shoes,Footwear,90,Connecticut,Spring,1,1,1,48,4320,High,Yes,Senior,4320,Good,
1000,Male,Socks,Clothing,28,New Mexico,Spring,1,1,1,23,644,Low,No,Senior,644,Average,2.0
1001,Male,Socks,Clothing,46,Georgia,Winter,1,1,1,1,46,Medium,No,Mid-Age,46,Good,
1002,Male,Dress,Clothing,60,Washington,Fall,1,1,1,4,240,Medium,No,Elder,240,Good,3.0
1003,Male,Shoes,Footwear,59,North Dakota,Spring,1,1,1,3,177,Medium,No,Senior,177,Average,
1004,Male,Hat,Accessories,68,Ohio,Fall,1,1,1,3,204,Medium,No,Senior,204,Good,
1005,Male,Backpack,Accessories,79,Tennessee,Summer,1,1,1,44,3476,High,Yes,Adult,3476,Good,1.0
1006,Male,Backpack,Accessories,94,New York,Winter,1,1,1,5,470,High,No,Mid-Age,470,Good,
1007,Male,Pants,Clothing,83,Michigan,Summer,1,1,1,50,4150,High,Yes,Young Adult,4150,Good,
1008,Male,Gloves,Accessories,62,Georgia,Spring,1,1,1,2,124,Medium,No,Senior,124,Good,1.0
1009,Male,Scarf,Accessories,85,New Mexico,Spring,1,1,1,29,2465,High,Yes,Mid-Age,2465,Average,1.0
1010,Male,Hoodie,Clothing,30,Louisiana,Summer,1,1,1,11,330,Low,No,Mid-Age,330,Average,1.0
1011,Male,Jeans,Clothing,24,South Dakota,Spring,1,1,1,37,888,Low,Yes,Senior,888,Good,3.0
1012,Male,Backpack,Accessories,25,Montana,Spring,1,1,1,32,800,Low,Yes,Mid-Age,800,Average,3.0
1013,Male,Sandals,Footwear,37,New Mexico,Summer,1,1,1,27,999,Low,Yes,Adult,999,Good,1.0
1014,Male,Belt,Accessories,69,South Carolina,Summer,1,1,1,31,2139,Medium,Yes,Senior,2139,Good,
1015,Male,Shoes,Footwear,97,Ohio,Summer,1,1,1,36,3492,High,Yes,Adult,3492,Average,3.0
1016,Male,Gloves,Accessories,24,North Carolina,Summer,1,1,1,34,816,Low,Yes,Elder,816,Good,4.0
1017,Male,Belt,Accessories,30,Idaho,Summer,1,1,1,15,450,Low,No,Young Adult,450,Average,
1018,Male,Jacket,Outerwear,53,Oklahoma,Fall,1,1,1,14,742,Medium,No,Young Adult,742,Poor,1.0
1019,Male,Dress,Clothing,70,Georgia,Spring,1,1,1,46,3220,Medium,Yes,Senior,3220,Good,4.0
1020,Male,Shirt,Clothing,76,Kentucky,Winter,1,1,1,33,2508,High,Yes,Adult,2508,Average,
1021,Male,Scarf,Accessories,95,Delaware,Fall,1,1,1,41,3895,High,Yes,Young Adult,3895,Good,1.0
1022,Male,Coat,Outerwear,51,Massachusetts,Winter,1,1,1,39,1989,Medium,Yes,Senior,1989,Good,4.0
1023,Male,Handbag,Accessories,41,Nebraska,Winter,1,1,1,7,287,Low,No,Elder,287,Good,1.0
1024,Male,Sunglasses,Accessories,71,Maine,Winter,1,1,1,29,2059,Medium,Yes,Elder,2059,Average,
1025,Male,T-shirt,Clothing,66,Pennsylvania,Summer,1,1,1,18,1188,Medium,No,Adult,1188,Average,
1026,Male,Shirt,Clothing,84,Nebraska,Winter,1,1,1,15,1260,High,No,Senior,1260,Good,1.0
1027,Male,Handbag,Accessories,95,Virginia,Winter,1,1,1,39,3705,High,Yes,Senior,3705,Average,
1028,Male,Jewelry,Accessories,90,Ohio,Summer,1,1,1,11,990,High,No,Adult,990,Average,2.0
1029,Male,Hoodie,Clothing,36,Nebraska,Summer,1,1,1,4,144,Low,No,Mid-Age,144,Good,3.0
1030,Male,Gloves,Accessories,22,Ohio,Spring,1,1,1,33,726,Low,Yes,Adult,726,Good,
1031,Male,Coat,Outerwear,89,Kentucky,Winter,1,1,1,37,3293,High,Yes,Senior,3293,Average,
1032,Male,Sandals,Footwear,50,Tennessee,Spring,1,1,1,32,1600,Medium,Yes,Young Adult,1600,Average,
1033,Male,Boots,Footwear,36,Maine,Fall,1,1,1,44,1584,Low,Yes,Senior,1584,Good,
1034,Male,Pants,Clothing,52,Montana,Spring,1,1,1,41,2132,Medium,Yes,Young Adult,2132,Good,
1035,Male,Socks,Clothing,29,Maryland,Fall,1,1,1,44,1276,Low,Yes,Elder,1276,Good,4.0
1036,Male,Blouse,Clothing,89,Georgia,Fall,1,1,1,32,2848,High,Yes,Elder,2848,Average,1.0
1037,Male,Handbag,Accessories,47,Hawaii,Fall,1,1,1,13,611,Medium,No,Elder,611,Good,2.0
1038,Male,Jewelry,Accessories,25,Rhode Island,Spring,1,1,1,48,1200,Low,Yes,Senior,1200,Average,
1039,Male,Pants,Clothing,74,Nebraska,Fall,1,1,1,3,222,High,No,Mid-Age,222,Average,4.0
1040,Male,Belt,Accessories,46,Michigan,Fall,1,1,1,39,1794,Medium,Yes,Adult,1794,Good,2.0
1041,Male,Jeans,Clothing,22,North Carolina,Fall,1,1,1,7,154,Low,No,Elder,154,Good,3.0
1042,Male,Shirt,Clothing,25,Minnesota,Summer,1,1,1,11,275,Low,No,Mid-Age,275,Good,3.0
1043,Male,Belt,Accessories,80,Maryland,Spring,1,1,1,47,3760,High,Yes,Senior,3760,Good,4.0
1044,Male,Jeans,Clothing,76,Hawaii,Spring,1,1,1,28,2128,High,Yes,Adult,2128,Average,3.0
1045,Male,Jeans,Clothing,30,Oregon,Summer,1,1,1,17,510,Low,No,Mid-Age,510,Good,
1046,Male,Sweater,Clothing,79,New Mexico,Fall,1,1,1,11,869,High,No,Senior,869,Average,
1047,Male,Sneakers,Footwear,22,Illinois,Winter,1,1,1,12,264,Low,No,Mid-Age,264,Good,1.0
1048,Male,Socks,Clothing,36,Utah,Fall,1,1,1,7,252,Low,No,Adult,252,Good,3.0
1049,Male,Socks,Clothing,77,Maine,Fall,1,1,1,19,1463,High,No,Adult,1463,Average,3.0
1050,Male,Sunglasses,Accessories,33,Virginia,Fall,1,1,1,24,792,Low,No,Mid-Age,792,Average,
1051,Male,Sneakers,Footwear,64,Florida,Winter,1,1,1,19,1216,Medium,No,Senior,1216,Good,2.0
1052,Male,Socks,Clothing,53,Ohio,Fall,1,1,1,39,2067,Medium,Yes,Mid-Age,2067,Average,1.0
1053,Male,Shoes,Footwear,36,Virginia,Fall,1,1,1,1,36,Low,No,Senior,36,Average,3.0
1054,Male,Blouse,Clothing,70,Kansas,Spring,0,1,1,10,700,Medium,No,Senior,700,Average,
1055,Male,Shorts,Clothing,96,Arkansas,Winter,0,1,1,48,4608,High,Yes,Teen,4608,Good,
1056,Male,Jacket,Outerwear,27,Massachusetts,Spring,0,1,1,24,648,Low,No,Elder,648,Average,1.0
1057,Male,Sweater,Clothing,64,Idaho,Winter,0,1,1,42,2688,Medium,Yes,Young Adult,2688,Average,3.0
1058,Male,Jacket,Outerwear,23,Wisconsin,Spring,0,1,1,20,460,Low,No,Elder,460,Good,4.0
1059,Male,Scarf,Accessories,33,New Mexico,Summer,0,1,1,49,1617,Low,Yes,Adult,1617,Average,
1060,Male,Jacket,Outerwear,34,North Carolina,Winter,0,1,1,25,850,Low,No,Young Adult,850,Poor,2.0
1061,Male,Sweater,Clothing,35,Iowa,Summer,0,1,1,21,735,Low,No,Adult,735,Average,
1062,Male,Coat,Outerwear,62,Idaho,Summer,0,1,1,12,744,Medium,No,Mid-Age,744,Good,
1063,Male,Boots,Footwear,75,Ohio,Fall,0,1,1,21,1575,High,No,Senior,1575,Average,
1064,Male,Hoodie,Clothing,29,Alabama,Summer,0,1,1,35,1015,Low,Yes,Elder,1015,Average,2.0
1065,Male,Hat,Accessories,28,Wyoming,Spring,0,1,1,42,1176,Low,Yes,Adult,1176,Average,
1066,Male,T-shirt,Clothing,20,Alabama,Spring,0,1,1,3,60,Low,No,Senior,60,Good,
1067,Male,Coat,Outerwear,96,Mississippi,Winter,0,1,1,11,1056,High,No,Senior,1056,Good,
1068,Male,Dress,Clothing,43,Pennsylvania,Summer,0,1,1,22,946,Low,No,Teen,946,Average,
1069,Male,Shirt,Clothing,94,Wyoming,Fall,0,1,1,47,4418,High,Yes,Senior,4418,Poor,4.0
1070,Male,Skirt,Clothing,81,Maryland,Fall,0,1,1,33,2673,High,Yes,Mid-Age,2673,Good,
1071,Male,Jewelry,Accessories,75,North Carolina,Summer,0,1,1,50,3750,High,Yes,Senior,3750,Average,4.0
1072,Male,Hat,Accessories,81,Pennsylvania,Summer,0,1,1,46,3726,High,Yes,Elder,3726,Average,2.0
1073,Male,Shorts,Clothing,92,Idaho,Fall,0,1,1,34,3128,High,Yes,Senior,3128,Average,3.0
1074,Male,Scarf,Accessories,96,California,Spring,0,1,1,33,3168,High,Yes,Young Adult,3168,Good,2.0
1075,Male,Jewelry,Accessories,71,Tennessee,Fall,0,1,1,45,3195,Medium,Yes,Senior,3195,Average,3.0
1076,Male,Sunglasses,Accessories,50,Missouri,Summer,0,1,1,32,1600,Medium,Yes,Senior,1600,Good,
1077,Male,Coat,Outerwear,72,North Dakota,Spring,0,1,1,47,3384,Medium,Yes,Adult,3384,Average,
1078,Male,Jacket,Outerwear,28,West Virginia,Winter,0,1,1,5,140,Low,No,Senior,140,Good,
1079,Male,Sweater,Clothing,59,Arizona,Fall,0,1,1,49,2891,Medium,Yes,Mid-Age,2891,Good,3.0
1080,Male,Coat,Outerwear,33,Oklahoma,Summer,0,1,1,48,1584,Low,Yes,Teen,1584,Good,2.0
1081,Male,Scarf,Accessories,59,Pennsylvania,Fall,0,1,1,22,1298,Medium,No,Elder,1298,Good,
1082,Male,Belt,Accessories,30,Idaho,Spring,0,1,1,45,1350,Low,Yes,Elder,1350,Good,1.0
1083,Male,Hat,Accessories,85,South Carolina,Winter,0,1,1,30,2550,High,Yes,Senior,2550,Average,
1084,Male,Backpack,Accessories,97,Washington,Summer,0,1,1,43,4171,High,Yes,Adult,4171,Average,4.0
1085,Male,T-shirt,Clothing,36,Arkansas,Fall,0,1,1,48,1728,Low,Yes,Adult,1728,Good,
1086,Male,Jewelry,Accessories,85,Utah,Winter,0,1,1,23,1955,High,No,Young Adult,1955,Average,3.0
1087,Male,Sunglasses,Accessories,62,Alaska,Winter,0,1,1,27,1674,Medium,Yes,Senior,1674,Average,
1088,Male,Jeans,Clothing,71,West Virginia,Winter,0,1,1,7,497,Medium,No,Mid-Age,497,Average,2.0
1089,Male,Pants,Clothing,21,Louisiana,Winter,0,1,1,2,42,Low,No,Senior,42,Average,4.0
1090,Male,Backpack,Accessories,61,Arizona,Spring,0,1,1,33,2013,Medium,Yes,Mid-Age,2013,Good,
1091,Male,Scarf,Accessories,58,Connecticut,Spring,0,1,1,27,1566,Medium,Yes,Mid-Age,1566,Good,3.0
1092,Male,Sweater,Clothing,80,North Carolina,Spring,0,1,1,6,480,High,No,Mid-Age,480,Good,3.0
1093,Male,Jewelry,Accessories,50,South Dakota,Spring,0,1,1,20,1000,Medium,No,Elder,1000,Good,
